,sent_no,parag_no,sect_no,sent_raw,sent_clean,char_len,token_len,sentimentr,sentimentr_stdscaler,sentimentr_medianiqr,sentimentr_lnorm_stdscaler,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,sentiword,sentiword_stdscaler,sentiword_medianiqr,sentiword_lnorm_stdscaler,sentiword_lnorm_medianiqr,senticnet,senticnet_stdscaler,senticnet_medianiqr,senticnet_lnorm_stdscaler,senticnet_lnorm_medianiqr,nrc,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,afinn,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,scores,vader,vader_stdscaler,vader_medianiqr,vader_lnorm_stdscaler,vader_lnorm_medianiqr,textblob,textblob_stdscaler,textblob_medianiqr,textblob_lnorm_stdscaler,textblob_lnorm_medianiqr,pattern,pattern_stdscaler,pattern_medianiqr,pattern_lnorm_stdscaler,pattern_lnorm_medianiqr,stanza,stanza_stdscaler,stanza_medianiqr,stanza_lnorm_stdscaler,stanza_lnorm_medianiqr,flair,flair_stdscaler,flair_medianiqr,flair_lnorm_stdscaler,flair_lnorm_medianiqr,sentimentr_roll100,sentimentr_stdscaler_roll10,syuzhet_roll100,syuzhet_stdscaler_roll10,bing_roll100,bing_stdscaler_roll10,sentiword_roll100,sentiword_stdscaler_roll10,senticnet_roll100,senticnet_stdscaler_roll10,nrc_roll100,nrc_stdscaler_roll10,afinn_roll100,afinn_stdscaler_roll10,vader_roll100,vader_stdscaler_roll10,textblob_roll100,textblob_stdscaler_roll10,flair_roll100,flair_stdscaler_roll10,pattern_roll100,pattern_stdscaler_roll10,stanza_roll100,stanza_stdscaler_roll10,stanza_stdscaler_roll10_mean,mean_stdscaler_roll10
1337,1337,689,4,He had never dreamed that any walk--that anything--could give him so much happiness.,he had never dreamed that any walk that anything could give him so much happiness,84,13,0.75,0.4742089975509013,0.6,0.5334442973851788,0.8414530066648103,0.75,0.4860926194622714,0.6521739130434783,0.576466169638077,0.956430157055912,26.968351175578803,0.7936611686004407,1.2678343284782834,0.29616197501572133,4.3847061441721955,0.27083333333333304,0.2725140850488488,0.3793247186327633,0.2599451322631493,0.4321098443365175,0.771,0.08828221559803147,0.16326530612244905,0.26765027824653087,0.3025546269470934,7.869027775112714,0.5121746509014345,1.0050785541539624,0.5488311676676352,1.6576697724671903,1.0683569684126182,0.7845782909922882,1.2504333351003893,0.08751617564929612,2.511854418880865,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.5965}",0.5965,1.1511509048924535,0.9687373122208689,0.8598614449584567,1.7986625626569803,0.7,2.472137342065017,3.399662731871838,1.2812948876045656,7.235054842167834,0.33111971207707513,1.3441671151687904,1.8663246077311562,0.5725965092982462,3.6261267762352487,6.054022821004836,-0.12404285636929181,0.09625038656387679,-0.05991873650873947,0.5322466524356693,0.9921,1.3264912438079237,0.965002333177788,0.5328033116210195,0.8655798660641714,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,1338,689,4,In the afternoon he turned his steps towards his nephew's house.,in the afternoon he turned his steps towards his nephew own house,64,11,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,-0.25,-0.3661468869133613,-0.3501458941225511,-0.5101910214066844,-0.4713266883100481,0.672,0.025564923361574416,0.1020408163265307,0.2839813499376416,0.3208384678571492,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.6,2.0714863978276106,2.9139966273187183,1.3003867720041953,7.327992487084742,0.2404899598351641,0.8643673029478014,1.35549867187662,0.4635762252832705,3.112037885825623,4.642333989501776,-0.48591620795761087,-0.18440665089211905,-0.10081977891776556,0.3036537899468352,-0.9862,-0.858725280749683,-0.06071447088712603,-0.4874372604387536,-0.5138971388492339,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,1339,690,4,"He passed the door a dozen times, before he had the courage to go up and knock.",he passed the door a dozen times before he had the courage to go up and knock,79,17,-0.25,-0.30683454797972143,-0.2,-0.2183760344383098,-0.21452681984536898,0.75,0.4860926194622714,0.6521739130434783,0.41763974429478323,0.7315200672132518,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.625,0.7068035459831523,0.8753647353063778,0.5417443006938771,0.7626847205017091,-0.24900000000000005,-0.557895946838193,-0.4675324675324675,-0.412925017764395,-0.4593996816823351,7.792280648580944,0.505410806073979,0.9952759593259226,0.3793425630351804,1.2554936159836037,0.6818460730286617,0.45618269892946217,0.7980507305429423,0.024347885831996194,1.22613250159136,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4939}",0.4939,0.9203105635969479,0.8021112464474218,0.5067932500530189,1.1390722099222375,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,6.136614657257955,-0.10287120442179601,0.11267042160528942,-0.1578165207988609,-0.014896731304953966,-0.9067,-0.7709101295075409,-0.019494996629854287,-0.26429717202321684,-0.21218729778486298,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,1340,690,4,"But he made a dash, and did it:",but he made a dash and did it,31,8,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.0,-0.05958962037150027,0.0,-0.10840770875527422,0.0,-0.55,-0.748581855557118,-0.6536796536796536,-0.9104662350495698,-1.016433820965997,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,3.6706650979194815,-0.734994525065647,-0.377583579414874,-0.06654299393941569,0.4952241738201355,0.9938,1.328369052073479,0.9658837558977549,0.8269660087122246,1.2633200534803317,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,1341,691,4,"""Is your master at home, my dear?"" said Scrooge to the girl.",is your master at home my dear said scrooge to the girl,60,12,1.5,1.0599916566988685,1.2,1.2322934442504372,1.823031409943244,0.5,0.2790021831909645,0.4347826086956522,0.3888212117845858,0.6907108711239197,28.6951732282652,0.8463000502559561,1.349015571755466,0.3485860226868868,5.053930183575703,1.25,1.4731967123378047,1.7507294706127556,1.733238532831748,2.1604108402554663,0.6630000000000001,0.019863351340078383,0.09647495361781092,0.23027777077633685,0.26071334464062734,16.01934284413701,1.2304747217051677,2.0460847774871693,1.390806723003709,3.6555769086579493,0.7737223315836295,0.5342445561371447,0.9055851406681762,0.06092380272090183,1.9705955561562185,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.3818}",0.3818,0.6680961166259323,0.6200568412505074,0.5646313785895202,1.2471234933665756,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,4.642333989501776,-0.48591620795761087,-0.18440665089211905,-0.1336873553099659,0.11995936731017756,0.805,1.119821875287109,0.8679939855861462,0.4760218921323023,0.7888051673939459,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,1342,691,4,Nice girl!,nice girl,10,2,0.5,0.27894811116824564,0.4,2.5194651009866877,3.630946473203709,0.5,0.2790021831909645,0.4347826086956522,2.815509848196851,4.12708336427775,59.06161091496412,1.7719630722234077,2.7766005168690886,4.821592341802788,62.1545069252421,0.0,-0.05958962037150027,0.0,-0.10840770875527422,0.0,0.19899999999999998,-0.274084361768165,-0.19047619047619044,0.6336558545153859,0.7123249013826408,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,3.782400131438484,3.0905412587905308,4.427021445899443,2.7921037043288144,57.56079547630953,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,0.7574173792909574,0.684531059683313,4.300610344248558,8.226556133649042,0.6,2.0714863978276106,2.9139966273187183,8.040832254749972,40.13989914567315,0.5433341371354795,2.4676441056147764,3.062450930496947,7.970860863711946,38.512896218105055,3.782400131438484,-0.7063522845328635,-0.3553696022354267,1.2661450230863078,7.943517681108575,0.9698,1.3018588177362285,0.9534401410276352,3.0320711077642035,4.244863682369935,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,1343,691,4,Very.,very,5,1,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.0,-0.05958962037150027,0.0,-0.10840770875527422,0.0,0.0,-0.4001524542434675,-0.3135435992578849,-0.2781145797316918,-0.3084694397101232,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.2,0.4688826208779859,0.9713322091062395,5.2650144747598135,26.62745784910991,0.5433341371354795,2.4676441056147764,3.062450930496947,16.057236205061976,76.64447663207045,10.0,0.8874718309953685,0.8807478198591474,8.773597907983017,49.90210953792324,0.5941,0.8868631910485204,0.7586457199149687,3.6825589808536296,5.124394537617398,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,1344,692,4,"""Yes, sir.""",yes sir,11,2,1.05,0.7085220612100882,0.8400000000000001,5.36308128111087,7.624987593727789,1.05,0.7346011429878397,0.9130434782608696,6.0214082057610945,8.666875064983275,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.25,0.24696764617036074,0.3501458941225511,2.092405362036779,2.5817446956684726,-0.673,-0.826503339850898,-0.7297464440321583,-3.3616397166577388,-3.7607035681293706,9.351783746304285,0.6428522639840741,1.1944648761087142,5.223983525742415,12.751246301833767,1.260800043812828,0.9480858620315552,1.4756738152998143,0.9067727413021611,19.18693182543651,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}",0.4019,0.7133192244235899,0.6526999593991067,4.095842923436754,7.844016394100948,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,2.521600087625656,-1.0295466934958266,-0.6060285273642333,0.6789102249281747,4.661506378765908,0.9903,1.32450297623263,0.9640690620625291,3.0948187930477515,4.329705425906407,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,1345,693,4,"""Where is he, my love?"" said Scrooge.",where is he my love said scrooge,37,7,0.75,0.4742089975509013,0.6,1.0462130403465495,1.5616695601582282,0.75,0.4860926194622714,0.6521739130434783,1.1545626379168412,1.7750579662335826,33.94536660667255,1.0063421967438462,1.5958373130238714,0.7550723847691647,10.24296951341674,0.375,0.40024627944129126,0.5252188411838267,0.8381616790390253,1.1104080253124742,0.655,0.014795287320970666,0.09152752009894875,0.5823871910394177,0.6549258461096161,8.371065808485763,0.5564200514612928,1.069201807385923,1.2294856060316903,3.2727812220444434,1.466340054760094,1.1227211294813249,1.7162432962732346,0.2784649771626728,6.398409839266407,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,1.2420471016598846,1.0343483556638247,1.8049593394833268,3.5642632670350136,0.5,1.6708354535902048,2.4283305227655987,1.7653108421419454,9.591202720257135,0.2556354647689187,0.9445485926837677,1.4408648627840348,0.9054335737397191,5.1956313752363785,3.9102401460269176,-0.6735816813277933,-0.3299538031145116,0.026652857182106304,1.0160888052616694,-0.9919,-0.8650214614047801,-0.0636698294187795,-0.8068956346845838,-0.945839852526499,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,1346,694,4,"""He's in the dining-room, sir, along with mistress. I' show you up-stairs, if you please.""",he is in the dining room sir along with mistress i show you up stairs if you please,90,15,0.75,0.4742089975509013,0.6,0.45361953859860965,0.7293340184349887,0.75,0.4860926194622714,0.6521739130434783,0.48647158285961506,0.8289910954895012,-25.704484358604844,-0.8119699106592655,-1.208417505894217,-0.331076121330831,-3.622359909517639,1.0,1.1666394457959437,1.4005835764902044,1.070442197251928,1.382893228059595,2.2039999999999997,0.9960991830206877,1.0494743351886209,1.0741428749407118,1.205482653472173,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.3344065825125156,0.16098378330584714,0.3913983346520845,-0.0024114972890538202,0.68147432782427,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3182}",0.3182,0.5250021038930457,0.5167681688997158,0.34223036551431535,0.8316412585475276,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,6.019318485225281,-0.13293899128439407,0.0893508377048001,-0.12012999196290354,0.19573045559477012,0.9933,1.3278167555247864,0.9656245139212941,0.4707825991945232,0.7817210694590051,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,1347,695,4,"""Thank'ee. He knows me,"" said Scrooge, with his hand already on the dining-room lock.",thankee he knows me said scrooge with his hand already on the dining room lock,85,14,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.375,0.40024627944129126,0.5252188411838267,0.36521480433809056,0.5556003038858276,1.258,0.39680061276120915,0.4644403215831788,0.5488196935721851,0.617344553525269,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.4939}",0.4939,0.9203105635969479,0.8021112464474218,0.6373558164335522,1.3829848887064426,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,5.697903831533964,-0.2153306596076719,0.02545057690589305,-0.11481051739100581,0.22546060054233072,0.6036,0.8973568254736821,0.7635713174677244,0.3287106196773111,0.5896241913757837,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,1348,695,4,"""I' go in here, my dear.""",i go in here my dear,25,6,0.5,0.27894811116824564,0.4,0.7989289157655827,1.2143431632511572,0.5,0.2790021831909645,0.4347826086956522,0.8757740396569971,1.380272472911527,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.375,0.40024627944129126,0.5252188411838267,0.9956607452277606,1.2951680960799408,0.0050000000000000044,-0.39698491423152527,-0.3104514533085961,-0.2704528995636443,-0.2998916228989607,8.480498627958061,0.5660645377553195,1.0831792113442709,1.4800077438311077,3.867240246075656,1.0572168568640035,0.7751131929281856,1.2373946530409443,0.22846805752384242,5.380776853435574,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.3818}",0.3818,0.6680961166259323,0.6200568412505074,1.2310859345298775,2.4921719060453533,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,3.1716505705920106,-0.8629122753980518,-0.4767923680387206,-0.0015075701607256207,0.8587022860910433,0.9303,1.258227390389504,0.9329600248872296,1.0159786340413326,1.5188858263189964,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,1349,696,4,"He turned it gently, and sidled his face in, round the door.",he turned it gently and sidled his face in round the door,60,12,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,-0.5625,-0.7493434700906875,-0.78782826177574,-0.9371485174694341,-0.9721848781149598,1.556,0.5855859974729689,0.6487322201607917,0.9150354917471806,1.0273501869109443,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.4588}",0.4588,0.8413388678905906,0.7451075923670321,0.6992634612036809,1.4986387081104895,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,4.642333989501776,-0.48591620795761087,-0.18440665089211905,-0.1336873553099659,0.11995936731017756,-0.8957,-0.7587596054363013,-0.013791673147716113,-0.39519163564770693,-0.3891709500580832,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,1350,696,4,"They were looking at the table (which was spread out in great array); for these young housekeepers are always nervous on such points, and like to see that everything is right.",they were looking at the table which was spread out in great array for these young housekeepers are always nervous on such points and like to see that everything is right,175,31,1.4500000000000002,1.0209394794223374,1.1600000000000001,0.4202859789525341,0.6825148981717,1.4500000000000002,1.065945841021931,1.2608695652173916,0.448891263522546,0.7757745543494035,45.10612926390325,1.3465567914007253,2.120526343388068,0.19370524619664795,3.076785276358636,0.7,0.7987707259457105,0.980408503543143,0.2910175077045024,0.4685604368662419,4.1930000000000005,2.2561465997713257,2.2795299938157085,0.9671211759418668,1.0856639572206672,7.443806405190966,0.47469922356698957,0.9507667774147838,0.12749153603189758,0.6578812970535267,0.8488995082360687,0.5981181848788771,0.9935745023743234,0.005247039544015683,0.8373555253226656,"{'neg': 0.057, 'neu': 0.763, 'pos': 0.18, 'compound': 0.6705}",0.6705,1.3176439385753722,1.0889159561510353,0.35110998253016834,0.8482298660860925,0.29642857142857143,0.8552246028211992,1.439653095639605,0.059076900948403656,1.2854032060457936,0.34428533421091567,1.4138667763874162,1.9405313784798486,0.1390665904955802,1.5818015671207468,9.0549280878514,0.6452114031239773,0.6928586213846574,-0.222193140734475,-0.3746928382420771,0.9958,1.3305782382682498,0.9669207238035983,0.26121157949458196,0.4983580955785804,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,1351,697,4,"""Fred!"" said Scrooge.",fred said scrooge,21,3,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.0,-0.05958962037150027,0.0,-0.10840770875527422,0.0,0.0,-0.4001524542434675,-0.3135435992578849,-0.2781145797316918,-0.3084694397101232,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,2.5028944124489,-1.0343417200051233,-0.6097473917921207,0.282903059916708,2.448251994909858,-0.9933,-0.8665678917411196,-0.0643957069528698,-1.9666237623119958,-2.51391931125985,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,1352,698,4,"Dear heart alive, how his niece by marriage started!",dear heart alive how his niece by marriage started,52,9,1.6,1.1380960112519307,1.28,1.7797978108686232,2.5920363724357665,1.6,1.1902001027847149,1.3913043478260871,1.9816075209038815,2.946215338405603,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,1.03125,1.2049591041136765,1.4443518132555233,1.9168410563062808,2.3757925314052413,2.104,0.9327483827818424,0.9876314162028449,1.8724348584962187,2.099229487921901,24.595759313756744,1.986327778329106,3.1415151802581347,3.0031680599998185,7.481517223536572,1.3059236913957686,0.9864247734076851,1.528487729382171,0.18192861527357845,4.433517063869353,"{'neg': 0.0, 'neu': 0.574, 'pos': 0.426, 'compound': 0.6369}",0.6369,1.2420471016598846,1.0343483556638247,1.3814536181897865,2.77308385148895,0.1,0.06823167664057958,0.48566610455311976,0.10160739549921431,1.492437981553885,0.045305765904747504,-0.16895053451409534,0.25536161906439275,-0.044451910269654595,0.7164137791465591,4.353078971319229,-0.560064051701625,-0.2419132732162173,-0.0432522973478285,0.6253941325705002,0.9875,1.3214101155599507,0.9626173069943486,0.737945004428828,1.1429539048225537,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,1353,698,4,"Scrooge had forgotten, for the moment, about her sitting in the corner with the footstool, or he wouldn't have done it, on any account.",scrooge had forgotten for the moment about her sitting in the corner with the footstool or he would not have done it on any account,135,24,-0.5,-0.5020954343623771,-0.4,-0.2820529409970009,-0.30396511499956075,-0.5,-0.5493595618942632,-0.4347826086956522,-0.34292698735733523,-0.34549927372754163,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.25,0.24696764617036074,0.3501458941225511,0.07583361870378559,0.21613106365237938,0.17900000000000005,-0.286754521815934,-0.2028447742733456,-0.2094568628805146,-0.23160205489312577,-7.564939812194434,-0.8480451586221277,-0.9662386492965737,-0.5136666860062354,-0.8635103622637859,-0.30130684387377227,-0.3791445533947962,-0.3526575225446,-0.05475198436000492,-0.38385942718740373,"{'neg': 0.073, 'neu': 0.927, 'pos': 0.0, 'compound': -0.2263}",-0.2263,-0.7000716371927524,-0.3675192854242793,-0.30085555631934774,-0.36975064290827847,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,7.5326710968443065,0.2549949283446397,0.3902195922950495,-0.20184954939006197,-0.26099402997658944,-0.9969,-0.8705444268917072,-0.06626224918338779,-0.19179967403696377,-0.11416273953397547,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,1354,699,4,"""Why bless my soul!"" cried Fred, ""who's that?""",why bless my soul cried fred who is that,46,8,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,31.2771272649591,0.9250060019005248,1.4703982228846126,0.5997020935968215,8.259575661155214,0.0,-0.05958962037150027,0.0,-0.10840770875527422,0.0,0.364,-0.16955554137406983,-0.08843537414965981,0.14038724306050385,0.1600742598846734,8.198586437918914,0.5412191735760673,1.0471717267527114,1.0324249047440461,2.8051797829406784,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.21, 'neu': 0.565, 'pos': 0.226, 'compound': 0.0516}",0.0516,-0.07482279853757652,0.08380024360535931,0.03234121739686192,0.2527165763902903,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,3.9177710741873053,-0.6716511976736379,-0.3284565836567803,-0.03766198519676908,0.6566379684619487,0.9803,1.3134570452587755,0.9588842225333125,0.8165969064305092,1.2492998914215505,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,1355,700,4,"""It's I. Your uncle Scrooge. I have come to dinner. Will you let me in, Fred?""",it is i your uncle scrooge i have come to dinner will you let me in fred,78,16,0.6,0.3570524657213079,0.48,0.32382074136323524,0.54702329127841,0.6,0.36183835769948725,0.5217391304347826,0.34013616889649406,0.6217692114077408,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,-0.541666666666667,-0.7237970312121995,-0.7586494372655278,-0.7070673541830941,-0.702279709533804,1.5599999999999998,0.5881200294825225,0.6512059369202226,0.6192351839603273,0.6961798956394761,7.792280648580944,0.505410806073979,0.9952759593259226,0.4123907289051607,1.333912954895759,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,6.136614657257955,-0.10287120442179601,0.11267042160528942,-0.13672077747661035,0.10300579802761774,-0.8902,-0.7526843434006812,-0.010940011406646967,-0.27844021544189873,-0.23131024163738456,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,1356,701,4,Let him in!,let him in,11,3,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,-0.25,-0.3661468869133613,-0.3501458941225511,-1.5780536463938213,-1.724022205413166,0.145,-0.3082937938971415,-0.22387136672850952,0.16552470149388926,0.18821750115948405,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,2.5028944124489,-1.0343417200051233,-0.6097473917921207,0.282903059916708,2.448251994909858,0.8331,1.1508609413236395,0.8825633846632446,1.7664735317121918,2.53363713301486,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,1357,701,4,It is a mercy he didn't shake his arm off.,it is a mercy he did not shake his arm off,42,10,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,1.0,0.6931830557335783,0.8695652173913044,1.071496483215485,1.6574300823572978,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,-0.5833333333333329,-0.7748899089691754,-0.817007086285952,-1.139557888776725,-1.209628633634878,-0.669,-0.8239693078413441,-0.7272727272727272,-0.89360390710166,-0.9975551994398552,8.065885200644114,0.5295240050674905,1.0302223434862778,0.780912854168166,2.208371814468303,0.8006740802065,0.5571438729528936,0.9371301821793083,0.0843140881889444,2.4466794071659748,"{'neg': 0.0, 'neu': 0.666, 'pos': 0.334, 'compound': 0.4621}",0.4621,0.8487635572305046,0.7504669102720259,0.8664654440740583,1.8109999359151019,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,3.60303336092925,-0.7523312941837652,-0.391029405802458,-0.15858580760860086,-0.01919621766412197,0.9814,1.3146720976658997,0.9594545548815264,0.6668333383443216,1.046803143099161,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,1358,701,4,He was at home in five minutes.,he was at home in five minutes,31,7,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.25,0.24696764617036074,0.3501458941225511,0.5226385497742588,0.7402720168749829,-0.006999999999999999,-0.40458701026018673,-0.31787260358688924,-0.28731078186207004,-0.3187652671921662,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,3.421460127773553,-0.7988759100895383,-0.42712787492792853,-0.03862367138916846,0.6512631763640326,0.9902,1.3243925169228914,0.9640172136672369,0.9326965567565337,1.4062793355735272,,,,,,,,,,,,,,,,,,,,,,,,,,
