,sent_no,parag_no,sect_no,sent_raw,sent_clean,char_len,token_len,sentimentr,sentimentr_stdscaler,sentimentr_medianiqr,sentimentr_lnorm_stdscaler,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,sentiword,sentiword_stdscaler,sentiword_medianiqr,sentiword_lnorm_stdscaler,sentiword_lnorm_medianiqr,senticnet,senticnet_stdscaler,senticnet_medianiqr,senticnet_lnorm_stdscaler,senticnet_lnorm_medianiqr,nrc,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,afinn,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,scores,vader,vader_stdscaler,vader_medianiqr,vader_lnorm_stdscaler,vader_lnorm_medianiqr,textblob,textblob_stdscaler,textblob_medianiqr,textblob_lnorm_stdscaler,textblob_lnorm_medianiqr,pattern,pattern_stdscaler,pattern_medianiqr,pattern_lnorm_stdscaler,pattern_lnorm_medianiqr,stanza,stanza_stdscaler,stanza_medianiqr,stanza_lnorm_stdscaler,stanza_lnorm_medianiqr,flair,flair_stdscaler,flair_medianiqr,flair_lnorm_stdscaler,flair_lnorm_medianiqr,sentimentr_roll100,sentimentr_stdscaler_roll10,syuzhet_roll100,syuzhet_stdscaler_roll10,bing_roll100,bing_stdscaler_roll10,sentiword_roll100,sentiword_stdscaler_roll10,senticnet_roll100,senticnet_stdscaler_roll10,nrc_roll100,nrc_stdscaler_roll10,afinn_roll100,afinn_stdscaler_roll10,vader_roll100,vader_stdscaler_roll10,textblob_roll100,textblob_stdscaler_roll10,flair_roll100,flair_stdscaler_roll10,pattern_roll100,pattern_stdscaler_roll10,stanza_roll100,stanza_stdscaler_roll10,stanza_stdscaler_roll10_mean,mean_stdscaler_roll10
241,241,115,0,"""Because,"" said Scrooge, ""a little thing affects them. A slight disorder of the stomach makes them cheats. You may be an undigested bit of beef, a blot of mustard, a crumb of cheese, a fragment of an underdone potato. There's more of gravy than of grave about you, whatever you are!""",because said scrooge a little thing affects them a slight disorder of the stomach makes them cheats you may be an undigested bit of beef a blot of mustard a crumb of cheese a fragment of an underdone potato there is more of gravy than of grave about you whatever you are,283,51,-2.85,-2.3375477663593407,-2.2800000000000002,-0.6462630436519258,-0.8155215397666121,-2.85,-2.4960096628445485,-2.4782608695652177,-0.7535381584678955,-0.9269553833469941,-40.39389118524379,-1.2597485027465374,-1.8989949208257173,-0.17853127403359165,-1.6750345229164805,-0.8125,-1.0559007366325486,-1.1379741558982912,-0.39025070787209615,-0.33062629336315036,-2.6770000000000005,-2.0960533766373626,-1.969078540507112,-0.7614198533536389,-0.8495653886492625,-21.50345919342195,-2.0764687684634477,-2.7465484038304457,-0.636649213989816,-1.155333169622013,-1.7278644500931435,-1.5912067107649246,-2.022338385775302,-0.08679789852036979,-1.0361191973145853,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.7964}",-0.7964,-1.9827429683093982,-1.2933820544051968,-0.4307851321966976,-0.6124807897190663,0.048611111111111126,-0.13765839192586526,0.23608768971332217,-0.17865498822752074,0.1281448946511081,0.03681503681514405,-0.2139010074221202,0.20750443611958191,-0.17457231928287445,0.10282652523641603,12.83556448640621,1.6143425134304596,1.4444847500598834,-0.25998867024331734,-0.5859292217382794,-0.9998,-0.873747746874125,-0.0677658526468606,-0.056939764795026694,0.06818262956693269,-0.26151079136690625,-1.5214830247321336,-0.2111510791366906,-1.4772527360292877,-5.527114504917359,-0.9952602537785511,-0.07863251113394995,-1.246703926061243,0.2798057553956837,-1.4457358456820575,-0.781755296568453,-1.2856035053325277,-0.16234153032255638,-1.4622878766645158,-0.06262661870503594,-1.9149117145593164,0.039976138137109374,-1.090780824452884,-0.4878280575539556,-1.3765722467488632,0.04801388623151751,-0.8969072924749069,6.108326179474372,-0.7463148520511957,,-0.23250540259322908
242,242,116,0,"Scrooge was not much in the habit of cracking jokes, nor did he feel, in his heart, by any means waggish then.",scrooge was not much in the habit of cracking jokes nor did he feel in his heart by any means waggish then,110,22,0.19999999999999996,0.04463504750905878,0.15999999999999998,0.028790419407513243,0.13263430097481965,0.19999999999999996,0.030493659665396137,0.17391304347826084,0.007518415769138448,0.15075761130755608,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.1875,0.1703283295348955,0.26260942059191333,0.042329488165171916,0.1768278113911959,0.19399999999999995,-0.2772519017801072,-0.19356833642547924,-0.19694184574592807,-0.21759056889861172,-7.6388110691938405,-0.8545555485498371,-0.9756739211370566,-0.5506106582379543,-0.9511739830104986,0.6267544318926752,0.40937456926317484,0.7335700123947929,0.006901450487420896,0.8710292628307077,"{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.25}",0.25,0.37155852420149116,0.4060089321965083,0.13558387458112553,0.445591102195933,-0.1,-0.733070211834233,-0.48566610455311976,-0.33048356116510574,-0.6109434899500455,0.06449444114620466,-0.06736443778676582,0.36351675295312064,-0.10784494658607623,0.4174817410028174,6.58092153487309,0.011022746814710096,0.2010028141340441,-0.21564300283998478,-0.3380846081626483,-0.9982,-0.8719803979183083,-0.06693627832218592,-0.21537488126987175,-0.14603900201019407,-0.2507194244604314,-1.4785072896500226,-0.2003597122302158,-1.4321819972412388,-5.200192352582551,-0.9404310407188144,-0.08402819458718735,-1.3042741574443995,0.28472661870503624,-1.4251726312556154,-0.7306154604852109,-1.2607883291646105,-0.14795796186281188,-1.3903674930319063,-0.06602014388489207,-1.9606027797379033,0.04231426763351225,-1.0275905190810624,-0.48755251798561033,-1.3751663779633223,0.04944800518367934,-0.8516807721835767,6.1024459727182725,-0.7549035051557682,,-0.2284483843485452
243,243,116,0,"The truth is, that he tried to be smart, as a means of distracting his own attention, and keeping down his terror; for the spectre's voice disturbed the very marrow in his bones.",the truth is that he tried to be smart as a means of distracting his own attention and keeping down his terror for the spectre own voice disturbed the very marrow in his bones,178,33,-0.9,-0.8145128525746262,-0.72,-0.3489762376046075,-0.397963172979431,-0.9,-0.8807042599283543,-0.782608695652174,-0.4183764408302513,-0.4523413393504059,-44.18560980998307,-1.375331823939455,-2.077250944157546,-0.2691145457445977,-2.8313836735404943,-0.6875,-0.902622103361618,-0.9629012088370156,-0.47693222401740915,-0.43231123312049324,1.4399999999999997,0.5120990691959079,0.5769944341372911,0.12362577074604393,0.14130855368899833,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,-1.103034288192674,-1.0603252442743596,-1.2910205900226326,-0.08610975998412172,-1.0221128849584233,"{'neg': 0.199, 'neu': 0.68, 'pos': 0.121, 'compound': -0.4939}",-0.4939,-1.3021464454839549,-0.8021112464474218,-0.4171253744109143,-0.5869620809081266,0.29174603174603175,0.8364639633688127,1.4169115875692606,0.039159889035121624,1.1884489116316521,0.4124947523240691,1.7749718792132372,2.324987244018804,0.1811741717349379,1.7803613114175145,9.37579144963773,0.7274617528755493,0.7566492801598221,-0.22965588026137965,-0.41640153049015627,-0.9722,-0.8432609773862869,-0.05345569554622283,-0.11755011642807238,-0.013769204762396127,-0.24712230215827313,-1.4641820446226523,-0.1967625899280575,-1.4171584176452223,-5.017802800042513,-0.909841875791727,-0.08874941760877009,-1.3546481099046612,0.25553956834532404,-1.547138948401924,-0.7306154604852109,-1.2607883291646105,-0.1455948845754864,-1.3785516890793887,-0.06779496402877695,-1.9844992940045079,0.044523928476266614,-0.9678722085098904,-0.49861510791366787,-1.4316103578987496,0.05094382950656165,-0.8045083050816508,6.1032290508933125,-0.753759738094822,,-0.2292952862315699
244,244,117,0,"To sit, staring at those fixed glazed eyes, in silence for a moment, would play, Scrooge felt, the very deuce with him.",to sit staring at those fixed glazed eyes in silence for a moment would play scrooge felt the very deuce with him,119,22,-0.25,-0.30683454797972143,-0.2,-0.1836791882024427,-0.1657928762185246,-0.25,-0.34226912562295625,-0.2173913043478261,-0.23202022901355182,-0.18844701413444515,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,-1.21875,-1.5540562947630727,-1.7069612338474367,-1.0881994887381743,-1.1493807740427735,-0.436,-0.676361943284834,-0.5831787260358688,-0.4605440231223774,-0.5127126751421801,-7.6388110691938405,-0.8545555485498371,-0.9756739211370566,-0.5506106582379543,-0.9511739830104986,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.34}",0.34,0.5740500516536893,0.5521721477872513,0.22145028601019628,0.6060038989864689,0.15000000000000002,0.26855714875928277,0.7284991568296797,-0.016723122774912034,0.9164152349250685,0.096741661719307,0.10335444859311232,0.5452751294296809,-0.0635783043533213,0.626222611504226,7.207675966765765,0.17168543807532569,0.3256074990631766,-0.18898430107349842,-0.18909112075724116,-0.9975,-0.8712071827501385,-0.0665733395551408,-0.21517921412701219,-0.14577443860075534,-0.2402877697841724,-1.4369640790706486,-0.1899280575539568,-1.3886136164127914,-5.185272953791813,-0.9379288581986688,-0.09000841041452548,-1.3680811638940644,0.26830935251798593,-1.4937768057017273,-0.7289672221851193,-1.2599885353655667,-0.13993543106695433,-1.350253421606772,-0.06449064748201437,-1.9400093507428482,0.0447837206425336,-0.9608510634685768,-0.4848654676258981,-1.3614564042975343,0.049793069840965806,-0.8407987782589706,6.086856960851452,-0.777672877172883,,-0.226731267391336
245,245,117,0,"There was something very awful, too, in the spectre's being provided with an infernal atmosphere of its own.",there was something very awful too in the spectre own being provided with an infernal atmosphere of its own,108,18,-1.75,-1.4783998662756554,-1.4,-1.075424971761287,-1.4183069649632474,-1.75,-1.5848117432507978,-1.5217391304347827,-1.237376142676728,-1.6121061336865055,-50.7042956061308,-1.5740415460206019,-2.3837069664450303,-0.5138184254702243,-5.955173730250806,-0.3125,-0.44278620354882653,-0.4376823676531889,-0.41543396307870745,-0.3601684368610237,-0.20000000000000007,-0.5268540547211586,-0.4372294372294372,-0.3803837586544358,-0.4229673387330812,-7.725325150124005,-0.8621801704118599,-0.9867240088810921,-0.6451876313929024,-1.175593811339328,-0.9854032288147199,-0.9603810464503203,-1.1533420778415255,-0.11811846583564276,-1.6736153203797872,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.5095}",-0.5095,-1.337244976909002,-0.8274462038164838,-0.6969953175553886,-1.1098058747762134,0.06666666666666665,-0.06531863810522259,0.3237774030354131,-0.10272704823407863,0.4977555511308717,0.13538949452692883,0.3079585930946789,0.7631099449768584,0.030752337969513883,1.0710419924252306,6.240887115826559,-0.07614192583113169,0.1334007685890212,-0.17114936649197268,-0.08941300723824781,-0.9999,-0.8738582061838636,-0.06781770104215276,-0.2779259279498165,-0.23061486861589253,-0.24208633093525153,-1.4441267015843338,-0.19172661870503593,-1.3961254062107995,-5.350002912200397,-0.9655562732343312,-0.09570385405960942,-1.4288497414651744,0.2446906474820147,-1.5924742223128519,-0.7292344036817303,-1.260118182943952,-0.13175335406349908,-1.3093415909545258,-0.05896618705035969,-1.86562697009702,0.04445398443150243,-0.9697625167902438,-0.4879510791366895,-1.377199932290189,0.04938953627853507,-0.8535246534884943,6.088031642685736,-0.77595713226775,,-0.2281537258856531
246,246,117,0,"Scrooge could not feel it himself, but this was clearly the case; for though the Ghost sat perfectly motionless, its hair, and skirts, and tassels, were still agitated as by the hot vapour from an oven.",scrooge could not feel it himself but this was clearly the case for though the ghost sat perfectly motionless its hair and skirts and tassels were still agitated as by the hot vapour from an oven,202,36,-0.75,-0.6973563207450328,-0.6,-0.2820829899311428,-0.30400732065285146,-0.75,-0.75644999816557,-0.6521739130434783,-0.34296086458355346,-0.34554724641203594,43.634596624436995,1.3016999213250917,2.051346748994436,0.15346804622650378,2.563133570805242,-0.294642857142857,-0.42088925593869336,-0.412671946644435,-0.2531888518758725,-0.16984084347967796,-1.2670000000000001,-1.2028070932696404,-1.0970933828076685,-0.602142161654637,-0.67124224913781,-14.723725192724752,-1.4789601603312876,-1.8806008634595393,-0.6220096996826481,-1.1205953557754067,0.8144385980155714,0.568838774776758,0.9532405389410741,-0.001903404809289534,0.6918159982910871,"{'neg': 0.144, 'neu': 0.663, 'pos': 0.194, 'compound': 0.5267}",0.5267,0.9941074758239711,0.8553796183516036,0.20420936296151423,0.5737949753868837,0.45,1.4705099814715017,2.185497470489039,0.14021808845208517,1.680391501308033,0.3756763281676214,1.5800527432833138,2.1174637154737357,0.11882818140183585,1.4863666545385168,10.044742708858713,0.8989412098361742,0.8896430918453064,-0.23441701371183563,-0.44301114873037234,-0.9999,-0.8738582061838636,-0.06781770104215276,-0.10718715918673889,0.00024264852869497865,-0.24208633093525153,-1.4441267015843338,-0.19172661870503593,-1.3961254062107995,-5.350002912200397,-0.9655562732343312,-0.1019988180883864,-1.4960150114121902,0.2440791366906478,-1.595029592526664,-0.7292344036817303,-1.260118182943952,-0.13835526970723916,-1.3423523356203424,-0.06156474820143883,-1.900614489161056,0.04157628658977581,-1.0475352003247937,-0.5018546762589917,-1.4481394104869811,0.0480122793491964,-0.896957967278271,6.088031642685736,-0.77595713226775,,-0.2326321318366478
247,247,118,0,"""You see this toothpick?"" said Scrooge, returning quickly to the charge, for the reason just assigned; and wishing, though it were only for a second, to divert the vision's stony gaze from himself.",you see this toothpick said scrooge returning quickly to the charge for the reason just assigned and wishing though it were only for a second to divert the vision own stony gaze from himself,197,33,2.6500000000000004,1.9581917340590849,2.12,0.7686257702319214,1.1717804537727692,1.65,1.2316181900389762,1.434782608695652,0.48668439647500206,0.8292924554757439,22.092804904991535,0.6450394257033217,1.038625472078773,0.06358254208569127,1.4156918367702471,1.23125,1.450204917347165,1.7244685285535641,0.5515861958505492,0.7742301174976107,0.881,0.15796809586076155,0.23129251700680278,-0.03232760141857705,-0.033292764581910606,14.78594331683137,1.1217732837497154,1.8885477285623704,0.3675884263089394,1.2276024575095963,0.551517144096337,0.345449867615281,0.6455102950113163,-0.010784230324687435,0.5110564424792117,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.4404}",0.4404,0.799940600055919,0.7152253349573691,0.177223809419561,0.5233814546101215,0.23333333333333334,0.602432935623788,1.1332209106239461,-0.009721097440747355,0.9505004897162832,0.26392482520843596,0.9884330068405709,1.48758705058004,0.04518957399572199,1.1391212743346013,9.37579144963773,0.7274617528755493,0.7566492801598221,-0.22965588026137965,-0.41640153049015627,-0.925,-0.7911241831896945,-0.02898325296832066,-0.10875308020368991,-0.0018746482085180915,-0.24999999999999975,-1.4756422406445484,-0.19964028776978415,-1.4291772813220356,-5.525856491974687,-0.995049268199345,-0.09487951353203149,-1.420054289448303,0.24335971223021613,-1.5980359104252666,-0.7292344036817303,-1.260118182943952,-0.14962783143192757,-1.398717135915266,-0.06445611510791364,-1.9395444003233924,0.040407221841574366,-1.0791303530107046,-0.5011244604316536,-1.4444136746715128,0.046406301724381906,-0.9476042400484667,6.082704335075276,-0.7837382187066116,,-0.23593635646610933
248,248,119,0,"""I do,"" replied the Ghost.",i do replied the ghost,26,5,-0.6,-0.5801997889154394,-0.48,-1.3102063359361347,-1.748072433805857,-0.6,-0.6321957364027859,-0.5217391304347826,-1.50206910477753,-1.9869311526223414,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.0,-0.05958962037150027,0.0,-0.10840770875527422,0.0,-0.08299999999999996,-0.4527336184417093,-0.3648732220160791,-0.43068447666690673,-0.47928270757088987,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,-0.5849876106796306,-0.6201714286643859,-0.6846850169390434,-0.21136820000873946,-3.57161235899734,"{'neg': 0.434, 'neu': 0.566, 'pos': 0.0, 'compound': -0.3182}",-0.3182,-0.9068379857800525,-0.5167681688997158,-1.436649733323388,-2.4916038504587603,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,2.924938053398153,-0.9261547432021463,-0.5258411404266244,0.05100406090449692,1.1521858589328882,-0.9615,-0.8314418312442629,-0.04790791724996113,-1.1170859029564777,-1.365251071750124,-0.2492805755395681,-1.4727771916390744,-0.1989208633093525,-1.4261725654028325,-5.525856491974687,-0.995049268199345,-0.09038311065433365,-1.3720790966290062,0.2473884892086334,-1.5812005301930918,-0.6707569003770513,-1.2317424653526106,-0.15270958212564814,-1.4141264338772253,-0.06291582733812948,-1.918805674322257,0.040407221841574366,-1.0791303530107046,-0.49936834532373986,-1.4354535553359866,0.046406301724381906,-0.9476042400484667,6.073895953416212,-0.7966037755858659,,-0.23469415581938324
249,249,120,0,"""You are not looking at it,"" said Scrooge.",you are not looking at it said scrooge,42,8,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.125,0.09368901289943023,0.17507294706127555,0.16772426829166878,0.32392676893218664,0.521,-0.07009478499908234,0.008658008658008734,0.3208948973966981,0.3621659105340774,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,3.2118319606795462,-0.8526121483601602,-0.4688039291907456,-0.12017004112050024,0.19550662385269027,-0.9945,-0.8678934034579823,-0.06501788769637583,-0.7002107369718251,-0.8015901851473946,-0.26618705035971196,-1.5401058432677148,-0.20863309352517984,-1.4667362303120766,-6.12362563282958,-1.0953031401085909,-0.10357255909558065,-1.512806328898944,0.25804316546762623,-1.5366769621147867,-0.7762630291018268,-1.2829384286489849,-0.171957953392207,-1.5103716910724905,-0.06883309352517983,-1.9984768659893923,0.041935998819991625,-1.0378136148829753,-0.49935611510791256,-1.4353911538494224,0.04642256904837228,-0.9470912320741788,6.091295238852976,-0.7711903108758381,,-0.2411255172437908
250,250,121,0,"""But I see it,"" said the Ghost, ""notwithstanding.""",but i see it said the ghost notwithstanding,50,8,-0.6,-0.5801997889154394,-0.48,-0.8440768158506996,-1.0933636570995438,-0.6,-0.6321957364027859,-0.5217391304347826,-0.9765537861845524,-1.2427621816027379,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,-0.3,-0.42745834022173346,-0.4201750729470613,-0.7711244536679375,-0.777424245437248,-0.5619999999999999,-0.7561839515857793,-0.6611008039579468,-0.9242629984383235,-1.0318803165570343,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,-0.4588331372399352,-0.5129853868441469,-0.5370304748477274,-0.12197818067152796,-1.7521756229198437,"{'neg': 0.33, 'neu': 0.67, 'pos': 0.0, 'compound': -0.4497}",-0.4497,-1.2027006064463197,-0.7303288672350792,-1.281872617264178,-2.2024543488897974,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,3.6706650979194815,-0.734994525065647,-0.377583579414874,-0.06654299393941569,0.4952241738201355,-0.7068,-0.5501019693401924,0.08414994555918494,-0.47923364612371316,-0.5028049537169279,-0.28129496402877674,-1.60027187238267,-0.22374100719424458,-1.5298352646153448,-6.8049904956649705,-1.2095771315435917,-0.1045681911613566,-1.5234294073089314,0.22420863309352554,-1.6780640928860684,-0.8316215456738916,-1.3098006841105447,-0.1783210251380481,-1.5421881740491246,-0.07553597122302157,-2.088725679699144,0.03798344657607247,-1.1446353215829597,-0.5019755395683442,-1.4487560840012652,0.043984084567492955,-1.023991525239078,6.035966733701614,-0.8520033430105776,,-0.25270284830590095
251,251,122,0,"""Well!"" returned Scrooge, ""I have but to swallow this, and be for the rest of my days persecuted by a legion of goblins, all of my own creation. Humbug, I tell you! humbug!""",well returned scrooge i have but to swallow this and be for the rest of my days persecuted by a legion of goblins all of my own creation humbug i tell you humbug,173,33,-0.7,-0.6583041434685016,-0.5599999999999999,-0.2860127442053664,-0.3095269123173352,-0.7,-0.7150319109113087,-0.6086956521739131,-0.34739127712003526,-0.3518210417169823,22.239482227710578,0.6495106045489615,1.0455210566008588,0.06431881675866326,1.4250908193487677,-0.6943999999999999,-0.9110830839181733,-0.9725652355147978,-0.4806308700614945,-0.4366500658601753,-0.02299999999999991,-0.41472313829840196,-0.32776747062461337,-0.2845312658851556,-0.31565339377135915,-7.40932419328296,-0.8343305096624697,-0.946362506305443,-0.40900423261239116,-0.6151588974242517,-1.668285106441843,-1.5405856440194525,-1.952605141562292,-0.1118435126158803,-1.5458954642945681,"{'neg': 0.086, 'neu': 0.791, 'pos': 0.123, 'compound': 0.0644}",0.0644,-0.046024003522152794,0.10458790093382053,-0.061966272053476275,0.07653443614189787,0.6,2.0714863978276106,2.9139966273187183,0.2971133557094083,2.4441441164132995,0.17111042525431486,0.4970675273176395,0.9644475567106544,-0.03976253634855098,0.7385266827919471,9.453615603170443,0.7474112535338647,0.7721214549660479,-0.22744873708530897,-0.4040659725966648,-0.9957,-0.8692189151748447,-0.06564006843988181,-0.12192999675165267,-0.01969128270765325,-0.27841726618705015,-1.5888116763607738,-0.22086330935251797,-1.5178164009385318,-6.867753536190204,-1.2201033320370678,-0.100221668379582,-1.4770533875836105,0.21440287769784205,-1.7190402058440224,-0.7780689816077694,-1.2838147519424916,-0.18568042937294313,-1.57898649550617,-0.07381510791366905,-2.0655556504629384,0.034626132427391425,-1.235370119039934,-0.502008633093524,-1.448924935082557,0.04230696385720469,-1.0768813735466565,5.999948518555533,-0.9046116896498616,,-0.2549882491817173
252,252,123,0,"At this the spirit raised a frightful cry, and shook its chain with such a dismal and appalling noise, that Scrooge held on tight to his chair, to save himself from falling in a swoon.",at this the spirit raised a frightful cry and shook its chain with such a dismal and appalling noise that scrooge held on tight to his chair to save himself from falling in a swoon,184,35,-3.5,-2.8452260709542454,-2.8,-1.1045561428266337,-1.459223561210402,-2.5,-2.2060830520647188,-2.173913043478261,-0.9355685447777486,-1.1847240163093797,-131.71331628253768,-4.043447264913744,-6.192097648592523,-0.670706708304967,-7.957945645771851,-1.6979166666666667,-2.1416243889683066,-2.3780741975823263,-0.966558220970356,-1.00668501218921,-2.7189999999999994,-2.122660712737677,-1.9950525664811374,-0.993344350341781,-1.1092219921031599,-29.50864840840165,-2.7819786697641797,-3.7690182986968983,-1.1232578388451988,-2.3099971476545926,-0.8207152778708617,-0.820455373457075,-0.9605869315391115,-0.07112235170148996,-0.7170604707157867,"{'neg': 0.355, 'neu': 0.536, 'pos': 0.109, 'compound': -0.875}",-0.875,-2.1595855689509844,-1.421031262687779,-0.6277616829238913,-0.9804658828238704,-0.1761904761904762,-1.0383280741103522,-0.8556974223078777,-0.3439965853638885,-0.6767237250725897,-0.14825240606400136,-1.1936601057877214,-0.8356105163808327,-0.3243204783022614,-0.6033160573731264,9.301439815869767,0.7084024004833989,0.7418674749930902,-0.24683422524790188,-0.5124100139419924,-0.9999,-0.8738582061838636,-0.06781770104215276,-0.11206672570015257,-0.0063550598780682,-0.28525179856115085,-1.6160296419127773,-0.2276978417266187,-1.546361202170963,-7.031214612357608,-1.2475179385669362,-0.09798377869133261,-1.4531758142828277,0.203287769784173,-1.765487817377433,-0.8317525771808111,-1.3098642660493383,-0.18773522486719235,-1.5892608360251146,-0.07848129496402875,-2.128382075891879,0.033666899813482545,-1.2612943468847841,-0.5019812949640275,-1.448785449406707,0.04118215927208687,-1.1123533246814825,5.950308943476013,-0.9771154481570137,,-0.25996721815282325
253,253,123,0,"But how much greater was his horror, when the phantom taking off the bandage round its head, as if it were too warm to wear indoors, its lower jaw dropped down upon its breast!",but how much greater was his horror when the phantom taking off the bandage round its head as if it were too warm to wear indoors its lower jaw dropped down upon its breast,176,34,-0.75,-0.6973563207450328,-0.6,-0.2948111565070392,-0.3218848461249392,-0.75,-0.75644999816557,-0.6521739130434783,-0.3573106240924787,-0.36586757845626033,22.092804904991535,0.6450394257033217,1.038625472078773,0.0603217649825815,1.3740660844394548,-2.364583333333333,-2.9591104330799354,-3.3117965819091286,-1.3386402136684001,-1.4431694750228534,-4.358,-3.1609803286523555,-3.008658008658008,-1.4581881407774404,-1.6296489471191695,-22.178914975247054,-2.135997747625703,-2.832821592843555,-0.9029616495253839,-1.7872606787294223,0.8272757161445056,0.5797457195968878,0.9682654425169744,0.0006626219478748363,0.7440446853677791,"{'neg': 0.181, 'neu': 0.69, 'pos': 0.129, 'compound': -0.5023}",-0.5023,-1.3210456547128266,-0.8157531465692245,-0.41307365630794995,-0.5793927948288983,0.1861111111111111,0.4132366564005682,0.9038785834738616,-0.053816948068211225,0.7358456959755575,0.26706678741329826,1.0050667594285123,1.505296420229802,0.0408779771336778,1.118789791374995,9.37579144963773,0.7274617528755493,0.7566492801598221,-0.2374742716499922,-0.46009793435458657,-0.9986,-0.8724222351572625,-0.06714367190335462,-0.11699807400716218,-0.013022782941663315,-0.2949640287769782,-1.6547078034866771,-0.23741007194244604,-1.586924867080207,-7.401063308164872,-1.3095465065225105,-0.09730931825967794,-1.4459795353599334,0.1972446043165471,-1.7907408877256952,-0.8317525771808111,-1.3098642660493383,-0.2036218588550622,-1.668696812864672,-0.07829208633093523,-2.125834535051945,0.03654459765520917,-1.1835216633502343,-0.5019812949640275,-1.448785449406707,0.04217434168245967,-1.0810637598599706,5.968559701088746,-0.9504583198394078,,-0.26176038662309
254,254,124,0,"Scrooge fell upon his knees, and clasped his hands before his face.",scrooge fell upon his knees and clasped his hands before his face,67,12,-0.5,-0.5020954343623771,-0.4,-0.4982851711608427,-0.607677136647748,-0.5,-0.5493595618942632,-0.4347826086956522,-0.5867076200531447,-0.6907108711239197,-28.6951732282652,-0.9031353652778303,-1.349015571755466,-0.44321899706903023,-5.053930183575703,-0.5,-0.6727041534552223,-0.7002917882451022,-0.845066205390083,-0.8641643361021865,0.8200000000000001,0.11932410771506581,0.19356833642547938,0.3506663062661716,0.3954972015683314,-8.009671422068505,-0.8872400540532617,-1.0230423887435847,-0.9200412203166616,-1.8277884543289746,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,4.642333989501776,-0.48591620795761087,-0.18440665089211905,-0.1336873553099659,0.11995936731017756,-0.9999,-0.8738582061838636,-0.06781770104215276,-0.44856992082126895,-0.46134423837377764,-0.2920863309352516,-1.643247607464781,-0.23453237410071945,-1.574906003403394,-6.982888679700554,-1.2394130339618468,-0.08364025351147648,-1.30013494918927,0.1808920863309356,-1.8590744935609331,-0.7660750878898452,-1.2779948156981693,-0.20936179994642146,-1.6973975324722226,-0.08441510791366905,-2.2082760563016706,0.03348704369837464,-1.2661551396056934,-0.5019489208633081,-1.448620269001095,0.039182281179884246,-1.175421682421854,5.998602658928515,-0.9065774575120052,,-0.2625468489210502
